Timestamp,Weight(kg),FilledLevel(%),AirQuality,RemainingFill(%),TimeDiff,FillRate(%)_per_second,EstimatedTimeToFull(s),EstimatedTimeToFull(days)
2024-09-01 16:00:00,9.372509208884841,57,2,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-01 16:30:00,9.58046105711878,60,1,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-01 17:00:00,10.254802528285978,63,2,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-01 17:30:00,10.639017538356327,66,8,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-01 18:00:00,0.0,0,2,100,0 days 00:30:00,0.0,,
2024-09-01 18:30:00,0.42199136614532023,3,8,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-01 19:00:00,0.7912328970913214,6,7,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-01 19:30:00,1.383515596251466,9,7,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-01 20:00:00,1.9271386602954668,12,9,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-01 20:30:00,2.58346334465014,15,5,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-01 21:00:00,2.9521425749107197,18,5,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-01 21:30:00,3.1766101560672073,21,2,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-01 22:00:00,3.590899750541519,24,3,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-01 22:30:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-01 23:00:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-01 23:30:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 00:00:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 00:30:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 01:00:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 01:30:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 02:00:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 02:30:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 03:00:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 03:30:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 04:00:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 04:30:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 05:00:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 05:30:00,3.8147599436639146,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 06:00:00,4.021974145404696,30,9,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-02 06:30:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-02 07:00:00,0.7797936196761395,3,1,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-02 07:30:00,1.5487616928837091,6,7,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-02 08:00:00,2.291703461445082,9,6,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-02 08:30:00,2.57868666453032,12,1,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-02 09:00:00,2.792956198039438,15,7,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-02 09:30:00,3.3729600018319417,18,2,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-02 10:00:00,3.6020033554835345,21,3,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-02 10:30:00,4.163530672708035,24,4,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-02 11:00:00,4.550528428195239,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 11:30:00,5.125384825291976,30,1,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-02 12:00:00,5.630609712426429,33,9,67,0 days 00:30:00,0.018333333333333333,3654.5454545454545,0.0422979797979798
2024-09-02 12:30:00,6.326992869920608,36,2,64,0 days 00:30:00,0.02,3200.0,0.037037037037037035
2024-09-02 13:00:00,6.581127267003999,39,8,61,0 days 00:30:00,0.021666666666666667,2815.3846153846152,0.03258547008547008
2024-09-02 13:30:00,6.796524488126532,42,1,58,0 days 00:30:00,0.023333333333333334,2485.714285714286,0.02876984126984127
2024-09-02 14:00:00,7.167892341956015,45,4,55,0 days 00:30:00,0.025,2200.0,0.02546296296296296
2024-09-02 14:30:00,7.494422201069113,48,1,52,0 days 00:30:00,0.02666666666666667,1949.9999999999998,0.02256944444444444
2024-09-02 15:00:00,8.077936943492608,51,7,49,0 days 00:30:00,0.028333333333333332,1729.4117647058824,0.020016339869281047
2024-09-02 15:30:00,8.441444219256741,54,5,46,0 days 00:30:00,0.03,1533.3333333333335,0.017746913580246916
2024-09-02 16:00:00,8.944005377083869,57,5,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-02 16:30:00,9.37820148286117,60,8,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-02 17:00:00,10.02615447964397,63,2,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-02 17:30:00,10.74523107193334,66,7,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-02 18:00:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-02 18:30:00,0.6140414008813446,3,4,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-02 19:00:00,0.9699080502867488,6,6,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-02 19:30:00,1.586940989032054,9,8,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-02 20:00:00,2.2467722693219834,12,6,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-02 20:30:00,2.48419210466989,15,7,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-02 21:00:00,2.9991565053225075,18,9,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-02 21:30:00,3.7424900615924175,21,3,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-02 22:00:00,4.289519251402579,24,8,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-02 22:30:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 23:00:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-02 23:30:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 00:00:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 00:30:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 01:00:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 01:30:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 02:00:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 02:30:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 03:00:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 03:30:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 04:00:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 04:30:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 05:00:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 05:30:00,5.08472666112619,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 06:00:00,5.416222295183747,30,2,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-03 06:30:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-03 07:00:00,0.5516572815382322,3,9,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-03 07:30:00,0.8598960924382386,6,2,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-03 08:00:00,1.364044772980921,9,6,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-03 08:30:00,1.710189258934267,12,7,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-03 09:00:00,2.07763356347246,15,6,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-03 09:30:00,2.7547907377126,18,4,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-03 10:00:00,3.21852110052307,21,4,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-03 10:30:00,3.7549113284123425,24,6,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-03 11:00:00,4.250189418814752,27,5,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 11:30:00,4.611066487658671,30,7,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-03 12:00:00,4.972062480452411,33,9,67,0 days 00:30:00,0.018333333333333333,3654.5454545454545,0.0422979797979798
2024-09-03 12:30:00,5.200882878168834,36,7,64,0 days 00:30:00,0.02,3200.0,0.037037037037037035
2024-09-03 13:00:00,5.638268981908508,39,8,61,0 days 00:30:00,0.021666666666666667,2815.3846153846152,0.03258547008547008
2024-09-03 13:30:00,5.919082758632107,42,2,58,0 days 00:30:00,0.023333333333333334,2485.714285714286,0.02876984126984127
2024-09-03 14:00:00,6.621498943688918,45,1,55,0 days 00:30:00,0.025,2200.0,0.02546296296296296
2024-09-03 14:30:00,7.273208541589714,48,1,52,0 days 00:30:00,0.02666666666666667,1949.9999999999998,0.02256944444444444
2024-09-03 15:00:00,7.621929838575843,51,8,49,0 days 00:30:00,0.028333333333333332,1729.4117647058824,0.020016339869281047
2024-09-03 15:30:00,8.259519082212451,54,9,46,0 days 00:30:00,0.03,1533.3333333333335,0.017746913580246916
2024-09-03 16:00:00,8.840895822667932,57,3,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-03 16:30:00,9.260950201767782,60,1,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-03 17:00:00,9.7406408709961,63,7,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-03 17:30:00,10.400150327260256,66,3,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-03 18:00:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-03 18:30:00,0.3350677013902128,3,8,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-03 19:00:00,1.0526334122695407,6,9,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-03 19:30:00,1.6355018936437156,9,2,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-03 20:00:00,1.9174263440995751,12,2,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-03 20:30:00,2.162045792921071,15,8,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-03 21:00:00,2.499560972982847,18,2,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-03 21:30:00,3.1199530770186996,21,7,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-03 22:00:00,3.621747927185918,24,8,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-03 22:30:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 23:00:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-03 23:30:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 00:00:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 00:30:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 01:00:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 01:30:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 02:00:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 02:30:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 03:00:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 03:30:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 04:00:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 04:30:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 05:00:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 05:30:00,4.211696321533959,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 06:00:00,4.726501561135665,30,3,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-04 06:30:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-04 07:00:00,0.21111931974550885,3,3,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-04 07:30:00,0.9355079328438858,6,7,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-04 08:00:00,1.3491292220077293,9,4,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-04 08:30:00,1.6721361824938126,12,6,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-04 09:00:00,2.0514915142370356,15,1,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-04 09:30:00,2.636514868804121,18,3,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-04 10:00:00,2.941988909049492,21,1,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-04 10:30:00,3.540737690411832,24,8,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-04 11:00:00,3.787592882305851,27,5,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 11:30:00,4.324534338412388,30,1,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-04 12:00:00,4.986774858572305,33,5,67,0 days 00:30:00,0.018333333333333333,3654.5454545454545,0.0422979797979798
2024-09-04 12:30:00,5.27334336536498,36,8,64,0 days 00:30:00,0.02,3200.0,0.037037037037037035
2024-09-04 13:00:00,5.568792650794025,39,7,61,0 days 00:30:00,0.021666666666666667,2815.3846153846152,0.03258547008547008
2024-09-04 13:30:00,6.199299141221552,42,1,58,0 days 00:30:00,0.023333333333333334,2485.714285714286,0.02876984126984127
2024-09-04 14:00:00,6.768680679834163,45,7,55,0 days 00:30:00,0.025,2200.0,0.02546296296296296
2024-09-04 14:30:00,7.036715503672926,48,1,52,0 days 00:30:00,0.02666666666666667,1949.9999999999998,0.02256944444444444
2024-09-04 15:00:00,7.5393267983400385,51,4,49,0 days 00:30:00,0.028333333333333332,1729.4117647058824,0.020016339869281047
2024-09-04 15:30:00,8.07937548299385,54,4,46,0 days 00:30:00,0.03,1533.3333333333335,0.017746913580246916
2024-09-04 16:00:00,8.557915972780252,57,3,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-04 16:30:00,9.150009027958783,60,2,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-04 17:00:00,9.669532546040768,63,9,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-04 17:30:00,10.201794624087592,66,4,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-04 18:00:00,0.0,0,0,100,0 days 00:30:00,0.0,,
2024-09-04 18:30:00,0.6460452023692295,3,8,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-04 19:00:00,0.8573673623481963,6,5,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-04 19:30:00,1.2457875149457567,9,9,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-04 20:00:00,1.6311587768569715,12,6,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-04 20:30:00,1.841809297212663,15,8,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-04 21:00:00,2.542466210090387,18,9,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-04 21:30:00,2.926015926718188,21,5,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-04 22:00:00,3.6546494423129054,24,5,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-04 22:30:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 23:00:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-04 23:30:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 00:00:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 00:30:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 01:00:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 01:30:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 02:00:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 02:30:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 03:00:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 03:30:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 04:00:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 04:30:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 05:00:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 05:30:00,3.8990057980898656,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 06:00:00,4.681755037671136,30,2,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-05 06:30:00,0.0,0,0,100,0 days 00:30:00,0.0,,
2024-09-05 07:00:00,0.29237002546324936,3,2,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-05 07:30:00,0.6908693163490891,6,2,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-05 08:00:00,1.3328385936431022,9,5,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-05 08:30:00,1.6432538613066168,12,6,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-05 09:00:00,1.9853240257728269,15,8,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-05 09:30:00,2.7825788116360948,18,6,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-05 10:00:00,3.4461766154144136,21,3,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-05 10:30:00,4.044318756313497,24,9,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-05 11:00:00,4.739906337406033,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 11:30:00,5.08021699465873,30,7,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-05 12:00:00,5.707794170967748,33,4,67,0 days 00:30:00,0.018333333333333333,3654.5454545454545,0.0422979797979798
2024-09-05 12:30:00,6.338519719385524,36,1,64,0 days 00:30:00,0.02,3200.0,0.037037037037037035
2024-09-05 13:00:00,6.6967510794261695,39,5,61,0 days 00:30:00,0.021666666666666667,2815.3846153846152,0.03258547008547008
2024-09-05 13:30:00,7.230693744160951,42,9,58,0 days 00:30:00,0.023333333333333334,2485.714285714286,0.02876984126984127
2024-09-05 14:00:00,7.505645451067039,45,1,55,0 days 00:30:00,0.025,2200.0,0.02546296296296296
2024-09-05 14:30:00,8.081581735708381,48,7,52,0 days 00:30:00,0.02666666666666667,1949.9999999999998,0.02256944444444444
2024-09-05 15:00:00,8.506942756564177,51,7,49,0 days 00:30:00,0.028333333333333332,1729.4117647058824,0.020016339869281047
2024-09-05 15:30:00,9.109266837540845,54,1,46,0 days 00:30:00,0.03,1533.3333333333335,0.017746913580246916
2024-09-05 16:00:00,9.322089922408415,57,9,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-05 16:30:00,9.762012390830378,60,8,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-05 17:00:00,10.337648948223945,63,3,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-05 17:30:00,10.545356861521542,66,7,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-05 18:00:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-05 18:30:00,0.46492024545391286,3,3,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-05 19:00:00,0.8493893851987411,6,8,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-05 19:30:00,1.1081096194094213,9,4,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-05 20:00:00,1.7505739091868233,12,7,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-05 20:30:00,2.241549652973087,15,5,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-05 21:00:00,3.031983547673223,18,5,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-05 21:30:00,3.8242370966391146,21,5,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-05 22:00:00,4.173111440245578,24,8,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-05 22:30:00,4.7445743457020075,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 23:00:00,4.7445743457020075,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-05 23:30:00,4.7445743457020075,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-06 00:00:00,4.7445743457020075,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-06 00:30:00,4.7445743457020075,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-06 01:00:00,4.7445743457020075,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-06 01:30:00,4.7445743457020075,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-06 02:00:00,4.7445743457020075,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-06 02:30:00,4.7445743457020075,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
